X,Y,CountryCode,LowerLeft,UpperRight,IncludeInSquares
152,87,792,1,1,1
152,86,792,1,1,1
153,88,792,1,1,1
153,87,792,1,1,1
153,86,792,1,1,1
153,85,792,1,1,1
154,90,792,1,1,1
154,89,792,1,1,1
154,88,792,1,1,1
154,87,792,1,1,1
154,86,792,1,1,1
154,85,792,1,1,1
155,91,792,1,1,1
155,90,792,1,1,1
155,89,792,1,1,1
155,88,792,1,1,1
155,87,792,1,1,1
156,92,792,1,1,1
156,91,792,1,1,1
156,90,792,1,1,1
156,89,792,1,1,1
156,88,792,1,1,1
156,87,792,1,1,1
156,86,792,1,1,1
156,85,792,1,1,1
157,93,792,1,1,1
157,92,792,1,1,1
157,91,792,1,1,1
157,90,792,1,1,1
157,89,792,1,1,1
157,88,792,1,1,1
157,87,792,1,1,1
157,86,792,1,1,1
157,85,792,1,1,1
158,93,792,1,1,1
158,92,792,1,1,1
158,91,792,1,1,1
158,90,792,1,1,1
158,89,792,1,1,1
158,88,792,1,1,1
158,87,792,1,1,1
158,86,792,1,1,1
158,85,792,1,1,1
159,93,792,1,1,1
159,92,792,1,1,1
159,91,792,1,1,1
159,90,792,1,1,1
159,89,792,1,1,1
159,88,792,1,1,1
159,87,792,1,1,1
159,86,792,1,1,1
159,85,792,1,1,1
159,84,792,1,1,1
160,92,792,1,1,1
160,91,792,1,1,1
160,90,792,1,1,1
160,89,792,1,1,1
160,88,792,1,1,1
160,87,792,1,1,1
160,86,792,1,1,1
160,85,792,1,1,1
160,84,792,1,1,1
161,92,792,1,1,1
161,91,792,1,1,1
161,90,792,1,1,1
161,89,792,1,1,1
161,88,792,1,1,1
161,87,792,1,1,1
161,86,792,1,1,1
161,85,792,1,1,1
161,84,792,1,1,1
162,92,792,1,1,1
162,91,792,1,1,1
162,90,792,1,1,1
162,89,792,1,1,1
162,88,792,1,1,1
162,87,792,1,1,1
162,86,792,1,1,1
162,85,792,1,1,1
163,92,792,1,1,1
163,91,792,1,1,1
163,90,792,1,1,1
163,89,792,1,1,1
163,88,792,1,1,1
163,87,792,1,1,1
163,86,792,1,1,1
163,85,792,1,1,1
163,84,792,1,1,1
164,92,792,1,1,1
164,91,792,1,1,1
164,90,792,1,1,1
164,89,792,1,1,1
164,88,792,1,1,1
164,87,792,1,1,1
164,86,792,1,1,1
164,85,792,1,1,1
164,84,792,1,1,1
165,92,792,1,1,1
165,91,792,1,1,1
165,90,792,1,1,1
165,89,792,1,1,1
165,88,792,1,1,1
165,87,792,1,1,1
165,86,792,1,1,1
165,85,792,1,1,1
165,84,792,1,1,1
166,91,792,1,1,1
166,90,792,1,1,1
166,89,792,1,1,1
166,88,792,1,1,1
166,87,792,1,1,1
166,86,792,1,1,1
166,85,792,1,1,1
166,84,792,1,1,1
167,91,792,1,1,1
167,90,792,1,1,1
167,89,792,1,1,1
167,88,792,1,1,1
167,87,792,1,1,1
167,86,792,1,1,1
167,85,792,1,1,1
167,84,792,1,1,1
168,91,792,1,1,1
168,90,792,1,1,1
168,89,792,1,1,1
168,88,792,1,1,1
168,87,792,1,1,1
168,86,792,1,1,1
168,85,792,1,1,1
168,84,792,1,1,1
169,89,792,1,1,1
169,88,792,1,1,1
169,87,792,1,1,1
169,86,792,1,1,1
169,85,792,1,1,1
169,84,792,1,1,1
170,90,792,1,1,1
170,89,792,1,1,1
170,88,792,1,1,1
170,87,792,1,1,1
170,86,792,1,1,1
170,85,792,1,1,1
156,82,196,1,1,1
157,82,196,1,1,1
158,80,422,1,1,1
159,80,422,1,1,1
159,79,422,1,1,1
159,78,422,1,1,1
159,77,422,1,1,1
160,80,422,1,1,1
160,79,422,1,1,1
160,78,422,1,1,1
160,77,422,1,1,1
161,80,422,1,1,1
161,79,422,1,1,1
161,77,422,1,1,1
158,73,275,1,1,1
159,75,275,1,1,1
159,74,275,1,1,1
162,75,275,1,1,1
162,74,275,1,1,1
162,73,275,1,1,1
163,75,275,1,1,1
163,74,275,1,1,1
163,73,275,1,1,1
163,72,275,1,1,1
159,76,376,1,1,1
159,73,376,1,1,1
159,72,376,1,1,1
160,76,376,1,1,1
160,75,376,1,1,1
160,74,376,1,1,1
160,73,376,1,1,1
160,72,376,1,1,1
160,71,376,1,1,1
161,76,376,1,1,1
161,75,376,1,1,1
161,74,376,1,1,1
161,73,376,1,1,1
161,72,376,1,1,1
161,71,376,1,1,1
162,77,376,1,1,1
162,76,376,1,1,1
160,82,760,1,1,1
160,81,760,1,1,1
161,83,760,1,1,1
161,82,760,1,1,1
161,81,760,1,1,1
161,78,760,1,1,1
162,84,760,1,1,1
162,83,760,1,1,1
162,82,760,1,1,1
162,81,760,1,1,1
162,80,760,1,1,1
162,79,760,1,1,1
162,78,760,1,1,1
163,83,760,1,1,1
163,82,760,1,1,1
163,81,760,1,1,1
163,80,760,1,1,1
163,79,760,1,1,1
164,83,760,1,1,1
164,82,760,1,1,1
164,81,760,1,1,1
164,80,760,1,1,1
165,83,760,1,1,1
165,82,760,1,1,1
165,81,760,1,1,1
165,80,760,1,1,1
166,83,760,1,1,1
166,82,760,1,1,1
166,81,760,1,1,1
166,80,760,1,1,1
167,83,760,1,1,1
167,82,760,1,1,1
167,81,760,1,1,1
167,80,760,1,1,1
168,83,760,1,1,1
168,82,760,1,1,1
168,81,760,1,1,1
169,83,760,1,1,1
163,78,400,1,1,1
163,77,400,1,1,1
163,76,400,1,1,1
164,79,400,1,1,1
164,78,400,1,1,1
164,77,400,1,1,1
164,76,400,1,1,1
164,75,400,1,1,1
164,74,400,1,1,1
164,73,400,1,1,1
164,72,400,1,1,1
165,79,400,1,1,1
165,78,400,1,1,1
165,77,400,1,1,1
165,76,400,1,1,1
165,74,400,1,1,1
165,73,400,1,1,1
165,72,400,1,1,1
166,78,400,1,1,1
166,77,400,1,1,1
164,95,268,1,1,1
164,94,268,1,1,1
164,93,268,1,1,1
165,95,268,1,1,1
165,94,268,1,1,1
165,93,268,1,1,1
166,95,268,1,1,1
167,95,268,1,1,1
165,75,682,1,1,1
166,75,682,1,1,1
166,74,682,1,1,1
166,73,682,1,1,1
166,72,682,1,1,1
167,75,682,1,1,1
167,74,682,1,1,1
167,73,682,1,1,1
167,72,682,1,1,1
168,74,682,1,1,1
168,73,682,1,1,1
168,72,682,1,1,1
168,71,682,1,1,1
168,70,682,1,1,1
168,69,682,1,1,1
168,68,682,1,1,1
169,73,682,1,1,1
169,72,682,1,1,1
169,71,682,1,1,1
169,70,682,1,1,1
169,69,682,1,1,1
169,68,682,1,1,1
169,67,682,1,1,1
170,72,682,1,1,1
170,71,682,1,1,1
170,70,682,1,1,1
170,69,682,1,1,1
170,68,682,1,1,1
170,67,682,1,1,1
171,72,682,1,1,1
171,71,682,1,1,1
171,70,682,1,1,1
171,69,682,1,1,1
171,68,682,1,1,1
171,67,682,1,1,1
171,66,682,1,1,1
172,71,682,1,1,1
172,70,682,1,1,1
172,69,682,1,1,1
172,68,682,1,1,1
172,67,682,1,1,1
173,71,682,1,1,1
173,70,682,1,1,1
173,69,682,1,1,1
173,68,682,1,1,1
173,67,682,1,1,1
174,71,682,1,1,1
174,70,682,1,1,1
174,69,682,1,1,1
174,68,682,1,1,1
174,67,682,1,1,1
175,70,682,1,1,1
175,69,682,1,1,1
175,68,682,1,1,1
175,67,682,1,1,1
176,69,682,1,1,1
176,68,682,1,1,1
176,67,682,1,1,1
177,69,682,1,1,1
177,68,682,1,1,1
177,67,682,1,1,1
178,68,682,1,1,1
178,67,682,1,1,1
179,68,682,1,1,1
179,67,682,1,1,1
180,68,682,1,1,1
180,67,682,1,1,1
166,94,51,1,1,1
166,93,51,1,1,1
166,92,51,1,1,1
167,94,51,1,1,1
167,93,51,1,1,1
167,92,51,1,1,1
166,79,368,1,1,1
166,76,368,1,1,1
167,79,368,1,1,1
167,78,368,1,1,1
167,77,368,1,1,1
167,76,368,1,1,1
168,80,368,1,1,1
168,79,368,1,1,1
168,78,368,1,1,1
168,77,368,1,1,1
168,76,368,1,1,1
168,75,368,1,1,1
169,82,368,1,1,1
169,81,368,1,1,1
169,80,368,1,1,1
169,79,368,1,1,1
169,78,368,1,1,1
169,77,368,1,1,1
169,76,368,1,1,1
169,75,368,1,1,1
169,74,368,1,1,1
170,84,368,1,1,1
170,83,368,1,1,1
170,82,368,1,1,1
170,81,368,1,1,1
170,80,368,1,1,1
170,79,368,1,1,1
170,78,368,1,1,1
170,77,368,1,1,1
170,76,368,1,1,1
170,75,368,1,1,1
170,74,368,1,1,1
170,73,368,1,1,1
171,84,368,1,1,1
171,83,368,1,1,1
171,82,368,1,1,1
171,81,368,1,1,1
171,80,368,1,1,1
171,79,368,1,1,1
171,78,368,1,1,1
171,77,368,1,1,1
171,76,368,1,1,1
171,75,368,1,1,1
171,74,368,1,1,1
171,73,368,1,1,1
172,84,368,1,1,1
172,83,368,1,1,1
172,82,368,1,1,1
172,81,368,1,1,1
172,80,368,1,1,1
172,79,368,1,1,1
172,78,368,1,1,1
172,77,368,1,1,1
172,76,368,1,1,1
172,75,368,1,1,1
172,74,368,1,1,1
172,73,368,1,1,1
172,72,368,1,1,1
173,83,368,1,1,1
173,82,368,1,1,1
173,81,368,1,1,1
173,80,368,1,1,1
173,79,368,1,1,1
173,78,368,1,1,1
173,77,368,1,1,1
173,76,368,1,1,1
173,75,368,1,1,1
173,74,368,1,1,1
173,73,368,1,1,1
173,72,368,1,1,1
174,82,368,1,1,1
174,78,368,1,1,1
174,77,368,1,1,1
174,76,368,1,1,1
174,75,368,1,1,1
174,74,368,1,1,1
174,73,368,1,1,1
175,77,368,1,1,1
175,76,368,1,1,1
175,75,368,1,1,1
167,112,643,1,1,1
167,111,643,1,1,1
167,110,643,1,1,1
167,109,643,1,1,1
167,108,643,1,1,1
167,107,643,1,1,1
167,106,643,1,1,1
167,105,643,1,1,1
167,104,643,1,1,1
167,103,643,1,1,1
167,102,643,1,1,1
167,101,643,1,1,1
167,100,643,1,1,1
167,99,643,1,1,1
167,98,643,1,1,1
167,97,643,1,1,1
167,96,643,1,1,1
168,112,643,1,1,1
168,111,643,1,1,1
168,110,643,1,1,1
168,109,643,1,1,1
168,108,643,1,1,1
168,107,643,1,1,1
168,106,643,1,1,1
168,105,643,1,1,1
168,104,643,1,1,1
168,103,643,1,1,1
168,102,643,1,1,1
168,101,643,1,1,1
168,100,643,1,1,1
168,99,643,1,1,1
168,98,643,1,1,1
168,97,643,1,1,1
168,96,643,1,1,1
169,97,643,1,1,1
169,96,643,1,1,1
168,95,31,1,1,1
168,94,31,1,1,1
168,93,31,1,1,1
168,92,31,1,1,1
169,95,31,1,1,1
169,94,31,1,1,1
169,93,31,1,1,1
169,92,31,1,1,1
169,91,31,1,1,1
169,90,31,1,1,1
170,95,31,1,1,1
170,94,31,1,1,1
170,93,31,1,1,1
170,92,31,1,1,1
170,91,31,1,1,1
171,94,31,1,1,1
171,93,31,1,1,1
171,92,31,1,1,1
171,91,31,1,1,1
171,90,31,1,1,1
171,89,364,1,1,1
171,88,364,1,1,1
171,87,364,1,1,1
171,86,364,1,1,1
171,85,364,1,1,1
172,91,364,1,1,1
172,90,364,1,1,1
172,89,364,1,1,1
172,88,364,1,1,1
172,87,364,1,1,1
172,86,364,1,1,1
172,85,364,1,1,1
173,90,364,1,1,1
173,89,364,1,1,1
173,88,364,1,1,1
173,87,364,1,1,1
173,86,364,1,1,1
173,85,364,1,1,1
173,84,364,1,1,1
174,89,364,1,1,1
174,88,364,1,1,1
174,87,364,1,1,1
174,86,364,1,1,1
174,85,364,1,1,1
174,84,364,1,1,1
174,83,364,1,1,1
175,89,364,1,1,1
175,88,364,1,1,1
175,87,364,1,1,1
175,86,364,1,1,1
175,85,364,1,1,1
175,84,364,1,1,1
175,83,364,1,1,1
175,82,364,1,1,1
176,89,364,1,1,1
176,88,364,1,1,1
176,87,364,1,1,1
176,86,364,1,1,1
176,85,364,1,1,1
176,84,364,1,1,1
176,83,364,1,1,1
176,82,364,1,1,1
177,89,364,1,1,1
177,88,364,1,1,1
177,87,364,1,1,1
177,86,364,1,1,1
177,85,364,1,1,1
177,84,364,1,1,1
177,83,364,1,1,1
177,82,364,1,1,1
177,81,364,1,1,1
178,89,364,1,1,1
178,88,364,1,1,1
178,87,364,1,1,1
178,86,364,1,1,1
178,85,364,1,1,1
178,84,364,1,1,1
178,83,364,1,1,1
178,82,364,1,1,1
178,81,364,1,1,1
179,89,364,1,1,1
179,88,364,1,1,1
179,87,364,1,1,1
179,86,364,1,1,1
179,85,364,1,1,1
179,84,364,1,1,1
179,83,364,1,1,1
179,82,364,1,1,1
179,81,364,1,1,1
180,88,364,1,1,1
180,87,364,1,1,1
180,86,364,1,1,1
180,85,364,1,1,1
180,84,364,1,1,1
180,83,364,1,1,1
180,82,364,1,1,1
180,81,364,1,1,1
181,88,364,1,1,1
181,87,364,1,1,1
181,86,364,1,1,1
181,85,364,1,1,1
181,84,364,1,1,1
181,83,364,1,1,1
181,82,364,1,1,1
181,81,364,1,1,1
182,89,364,1,1,1
182,88,364,1,1,1
182,87,364,1,1,1
182,86,364,1,1,1
182,85,364,1,1,1
182,84,364,1,1,1
182,83,364,1,1,1
182,82,364,1,1,1
182,81,364,1,1,1
183,90,364,1,1,1
183,89,364,1,1,1
183,88,364,1,1,1
183,87,364,1,1,1
183,86,364,1,1,1
183,85,364,1,1,1
183,84,364,1,1,1
183,83,364,1,1,1
183,82,364,1,1,1
183,81,364,1,1,1
184,90,364,1,1,1
184,89,364,1,1,1
184,88,364,1,1,1
184,87,364,1,1,1
184,86,364,1,1,1
184,85,364,1,1,1
184,84,364,1,1,1
184,83,364,1,1,1
184,82,364,1,1,1
184,81,364,1,1,1
185,90,364,1,1,1
185,89,364,1,1,1
185,88,364,1,1,1
185,87,364,1,1,1
185,86,364,1,1,1
185,85,364,1,1,1
185,84,364,1,1,1
185,83,364,1,1,1
185,82,364,1,1,1
185,81,364,1,1,1
185,80,364,1,1,1
186,90,364,1,1,1
186,89,364,1,1,1
186,88,364,1,1,1
186,87,364,1,1,1
186,86,364,1,1,1
186,85,364,1,1,1
186,84,364,1,1,1
186,83,364,1,1,1
186,82,364,1,1,1
186,81,364,1,1,1
186,80,364,1,1,1
187,90,364,1,1,1
187,89,364,1,1,1
187,88,364,1,1,1
187,87,364,1,1,1
187,86,364,1,1,1
187,85,364,1,1,1
187,84,364,1,1,1
187,83,364,1,1,1
187,82,364,1,1,1
187,81,364,1,1,1
187,80,364,1,1,1
187,79,364,1,1,1
188,90,364,1,1,1
188,89,364,1,1,1
188,88,364,1,1,1
188,87,364,1,1,1
188,86,364,1,1,1
188,85,364,1,1,1
188,84,364,1,1,1
188,83,364,1,1,1
188,82,364,1,1,1
188,81,364,1,1,1
188,80,364,1,1,1
189,90,364,1,1,1
189,89,364,1,1,1
189,88,364,1,1,1
189,83,364,1,1,1
189,82,364,1,1,1
172,66,887,1,1,1
172,65,887,1,1,1
172,64,887,1,1,1
172,63,887,1,1,1
172,62,887,1,1,1
173,66,887,1,1,1
173,65,887,1,1,1
173,64,887,1,1,1
173,63,887,1,1,1
173,62,887,1,1,1
173,61,887,1,1,1
173,60,887,1,1,1
174,66,887,1,1,1
174,65,887,1,1,1
174,64,887,1,1,1
174,63,887,1,1,1
174,62,887,1,1,1
174,61,887,1,1,1
174,60,887,1,1,1
175,66,887,1,1,1
175,65,887,1,1,1
175,64,887,1,1,1
175,63,887,1,1,1
175,62,887,1,1,1
175,61,887,1,1,1
176,66,887,1,1,1
176,65,887,1,1,1
176,64,887,1,1,1
176,63,887,1,1,1
176,62,887,1,1,1
176,61,887,1,1,1
177,66,887,1,1,1
177,65,887,1,1,1
177,64,887,1,1,1
177,63,887,1,1,1
177,62,887,1,1,1
177,61,887,1,1,1
178,66,887,1,1,1
178,65,887,1,1,1
178,64,887,1,1,1
178,63,887,1,1,1
178,62,887,1,1,1
178,61,887,1,1,1
179,65,887,1,1,1
179,64,887,1,1,1
179,63,887,1,1,1
179,62,887,1,1,1
180,65,887,1,1,1
180,64,887,1,1,1
180,63,887,1,1,1
180,62,887,1,1,1
181,65,887,1,1,1
181,64,887,1,1,1
181,63,887,1,1,1
181,62,887,1,1,1
182,65,887,1,1,1
182,64,887,1,1,1
182,63,887,1,1,1
174,72,414,1,1,1
175,74,414,1,1,1
175,73,414,1,1,1
175,72,414,1,1,1
175,71,414,1,1,1
176,75,414,1,1,1
176,74,414,1,1,1
176,73,414,1,1,1
177,98,860,1,1,1
177,97,860,1,1,1
178,98,860,1,1,1
178,97,860,1,1,1
179,98,860,1,1,1
179,97,860,1,1,1
180,98,860,1,1,1
180,97,860,1,1,1
180,96,860,1,1,1
181,98,860,1,1,1
181,97,860,1,1,1
181,96,860,1,1,1
181,95,860,1,1,1
182,98,860,1,1,1
182,97,860,1,1,1
182,96,860,1,1,1
182,95,860,1,1,1
182,94,860,1,1,1
182,92,860,1,1,1
183,98,860,1,1,1
183,97,860,1,1,1
183,96,860,1,1,1
183,95,860,1,1,1
183,94,860,1,1,1
183,93,860,1,1,1
183,92,860,1,1,1
183,91,860,1,1,1
184,98,860,1,1,1
184,97,860,1,1,1
184,96,860,1,1,1
184,95,860,1,1,1
184,94,860,1,1,1
184,93,860,1,1,1
184,92,860,1,1,1
184,91,860,1,1,1
185,98,860,1,1,1
185,97,860,1,1,1
185,96,860,1,1,1
185,95,860,1,1,1
185,94,860,1,1,1
185,93,860,1,1,1
185,92,860,1,1,1
185,91,860,1,1,1
186,98,860,1,1,1
186,97,860,1,1,1
186,96,860,1,1,1
186,95,860,1,1,1
186,94,860,1,1,1
186,93,860,1,1,1
186,92,860,1,1,1
186,91,860,1,1,1
187,98,860,1,1,1
187,97,860,1,1,1
187,96,860,1,1,1
187,95,860,1,1,1
187,94,860,1,1,1
187,93,860,1,1,1
187,92,860,1,1,1
188,98,860,1,1,1
188,97,860,1,1,1
188,96,860,1,1,1
188,95,860,1,1,1
188,94,860,1,1,1
189,96,860,1,1,1
189,95,860,1,1,1
177,70,784,1,1,1
178,70,784,1,1,1
178,69,784,1,1,1
179,71,784,1,1,1
179,70,784,1,1,1
179,69,784,1,1,1
180,72,784,1,1,1
180,71,784,1,1,1
180,70,784,1,1,1
180,69,784,1,1,1
181,72,784,1,1,1
181,71,784,1,1,1
181,70,784,1,1,1
181,69,784,1,1,1
181,68,784,1,1,1
182,72,784,1,1,1
182,71,784,1,1,1
182,70,784,1,1,1
183,70,784,1,1,1
178,77,48,1,1,1
178,76,48,1,1,1
179,76,48,1,1,1
178,73,634,1,1,1
178,72,634,1,1,1
178,71,634,1,1,1
179,73,634,1,1,1
179,72,634,1,1,1
179,91,795,1,1,1
179,90,795,1,1,1
180,92,795,1,1,1
180,91,795,1,1,1
180,90,795,1,1,1
180,89,795,1,1,1
181,92,795,1,1,1
181,91,795,1,1,1
181,90,795,1,1,1
181,89,795,1,1,1
182,91,795,1,1,1
182,90,795,1,1,1
179,66,512,1,1,1
180,66,512,1,1,1
181,67,512,1,1,1
181,66,512,1,1,1
182,69,512,1,1,1
182,68,512,1,1,1
182,67,512,1,1,1
182,66,512,1,1,1
183,69,512,1,1,1
183,68,512,1,1,1
185,101,398,1,1,1
185,100,398,1,1,1
185,99,398,1,1,1
186,101,398,1,1,1
186,100,398,1,1,1
186,99,398,1,1,1
187,101,398,1,1,1
187,100,398,1,1,1
187,99,398,1,1,1
188,101,398,1,1,1
188,100,398,1,1,1
188,99,398,1,1,1
189,102,398,1,1,1
189,101,398,1,1,1
189,100,398,1,1,1
189,99,398,1,1,1
189,98,398,1,1,1
189,97,398,1,1,1
190,102,398,1,1,1
190,101,398,1,1,1
190,100,398,1,1,1
190,99,398,1,1,1
190,98,398,1,1,1
191,101,398,1,1,1
191,100,398,1,1,1
191,99,398,1,1,1
191,98,398,1,1,1
192,101,398,1,1,1
192,100,398,1,1,1
192,99,398,1,1,1
192,98,398,1,1,1
193,101,398,1,1,1
193,100,398,1,1,1
193,99,398,1,1,1
193,98,398,1,1,1
194,99,398,1,1,1
194,98,398,1,1,1
187,91,762,1,1,1
188,93,762,1,1,1
188,92,762,1,1,1
188,91,762,1,1,1
189,94,762,1,1,1
189,93,762,1,1,1
189,92,762,1,1,1
189,91,762,1,1,1
190,95,762,1,1,1
190,94,762,1,1,1
190,93,762,1,1,1
190,92,762,1,1,1
191,95,762,1,1,1
191,94,762,1,1,1
191,93,762,1,1,1
192,95,762,1,1,1
192,94,762,1,1,1
192,93,762,1,1,1
188,79,586,1,1,1
188,78,586,1,1,1
188,77,586,1,1,1
189,80,586,1,1,1
189,79,586,1,1,1
189,78,586,1,1,1
189,77,586,1,1,1
189,76,586,1,1,1
189,75,586,1,1,1
189,74,586,1,1,1
189,73,586,1,1,1
190,80,586,1,1,1
190,79,586,1,1,1
190,78,586,1,1,1
190,77,586,1,1,1
190,76,586,1,1,1
190,75,586,1,1,1
190,74,586,1,1,1
190,73,586,1,1,1
191,80,586,1,1,1
191,79,586,1,1,1
191,78,586,1,1,1
191,77,586,1,1,1
191,76,586,1,1,1
191,75,586,1,1,1
191,74,586,1,1,1
191,73,586,1,1,1
191,72,586,1,1,1
191,71,586,1,1,1
192,81,586,1,1,1
192,80,586,1,1,1
192,79,586,1,1,1
192,78,586,1,1,1
192,77,586,1,1,1
192,76,586,1,1,1
192,75,586,1,1,1
192,74,586,1,1,1
192,73,586,1,1,1
192,72,586,1,1,1
192,71,586,1,1,1
193,83,586,1,1,1
193,82,586,1,1,1
193,81,586,1,1,1
193,80,586,1,1,1
193,79,586,1,1,1
193,78,586,1,1,1
193,77,586,1,1,1
193,76,586,1,1,1
193,75,586,1,1,1
193,74,586,1,1,1
193,73,586,1,1,1
193,72,586,1,1,1
193,71,586,1,1,1
193,70,586,1,1,1
194,85,586,1,1,1
194,84,586,1,1,1
194,83,586,1,1,1
194,82,586,1,1,1
194,81,586,1,1,1
194,80,586,1,1,1
194,79,586,1,1,1
194,78,586,1,1,1
194,77,586,1,1,1
194,76,586,1,1,1
194,75,586,1,1,1
194,74,586,1,1,1
194,73,586,1,1,1
194,72,586,1,1,1
194,71,586,1,1,1
194,70,586,1,1,1
194,69,586,1,1,1
194,68,586,1,1,1
194,67,586,1,1,1
195,85,586,1,1,1
195,84,586,1,1,1
195,83,586,1,1,1
195,82,586,1,1,1
195,81,586,1,1,1
195,80,586,1,1,1
195,79,586,1,1,1
195,78,586,1,1,1
195,77,586,1,1,1
195,76,586,1,1,1
195,75,586,1,1,1
195,74,586,1,1,1
195,73,586,1,1,1
195,72,586,1,1,1
195,71,586,1,1,1
195,70,586,1,1,1
195,69,586,1,1,1
195,68,586,1,1,1
195,67,586,1,1,1
196,86,586,1,1,1
196,85,586,1,1,1
196,84,586,1,1,1
196,83,586,1,1,1
196,82,586,1,1,1
196,81,586,1,1,1
196,80,586,1,1,1
196,79,586,1,1,1
196,78,586,1,1,1
196,77,586,1,1,1
196,76,586,1,1,1
196,75,586,1,1,1
196,74,586,1,1,1
196,73,586,1,1,1
196,72,586,1,1,1
196,71,586,1,1,1
196,70,586,1,1,1
196,69,586,1,1,1
196,68,586,1,1,1
196,67,586,1,1,1
196,66,586,1,1,1
196,65,586,1,1,1
197,89,586,1,1,1
197,88,586,1,1,1
197,87,586,1,1,1
197,86,586,1,1,1
197,85,586,1,1,1
197,84,586,1,1,1
197,83,586,1,1,1
197,82,586,1,1,1
197,81,586,1,1,1
197,80,586,1,1,1
197,79,586,1,1,1
197,78,586,1,1,1
197,77,586,1,1,1
197,76,586,1,1,1
197,75,586,1,1,1
197,74,586,1,1,1
197,73,586,1,1,1
197,72,586,1,1,1
197,71,586,1,1,1
197,70,586,1,1,1
197,69,586,1,1,1
197,68,586,1,1,1
197,67,586,1,1,1
197,66,586,1,1,1
197,65,586,1,1,1
198,89,586,1,1,1
198,88,586,1,1,1
198,87,586,1,1,1
198,86,586,1,1,1
198,85,586,1,1,1
198,84,586,1,1,1
198,83,586,1,1,1
198,82,586,1,1,1
198,81,586,1,1,1
198,80,586,1,1,1
198,79,586,1,1,1
198,78,586,1,1,1
198,77,586,1,1,1
198,76,586,1,1,1
198,75,586,1,1,1
198,74,586,1,1,1
198,73,586,1,1,1
198,72,586,1,1,1
198,71,586,1,1,1
198,70,586,1,1,1
198,69,586,1,1,1
198,68,586,1,1,1
198,67,586,1,1,1
198,66,586,1,1,1
198,65,586,1,1,1
199,93,586,1,1,1
199,92,586,1,1,1
199,91,586,1,1,1
199,90,586,1,1,1
199,89,586,1,1,1
199,88,586,1,1,1
199,87,586,1,1,1
199,86,586,1,1,1
199,85,586,1,1,1
199,84,586,1,1,1
199,83,586,1,1,1
199,82,586,1,1,1
199,81,586,1,1,1
199,80,586,1,1,1
199,79,586,1,1,1
199,78,586,1,1,1
199,77,586,1,1,1
199,76,586,1,1,1
199,75,586,1,1,1
199,74,586,1,1,1
199,73,586,1,1,1
199,72,586,1,1,1
199,68,586,1,1,1
199,67,586,1,1,1
199,66,586,1,1,1
199,65,586,1,1,1
199,64,586,1,1,1
200,97,586,1,1,1
200,96,586,1,1,1
200,95,586,1,1,1
200,94,586,1,1,1
200,93,586,1,1,1
200,92,586,1,1,1
200,91,586,1,1,1
200,90,586,1,1,1
200,89,586,1,1,1
200,88,586,1,1,1
200,87,586,1,1,1
200,86,586,1,1,1
200,85,586,1,1,1
200,84,586,1,1,1
200,83,586,1,1,1
200,82,586,1,1,1
200,81,586,1,1,1
200,80,586,1,1,1
200,79,586,1,1,1
200,78,586,1,1,1
200,77,586,1,1,1
200,76,586,1,1,1
200,75,586,1,1,1
200,74,586,1,1,1
200,73,586,1,1,1
200,68,586,1,1,1
200,67,586,1,1,1
200,66,586,1,1,1
200,65,586,1,1,1
201,97,586,1,1,1
201,96,586,1,1,1
201,95,586,1,1,1
201,94,586,1,1,1
201,93,586,1,1,1
201,92,586,1,1,1
201,91,586,1,1,1
201,90,586,1,1,1
201,89,586,1,1,1
201,88,586,1,1,1
201,87,586,1,1,1
201,86,586,1,1,1
201,85,586,1,1,1
201,84,586,1,1,1
201,83,586,1,1,1
201,82,586,1,1,1
201,81,586,1,1,1
201,80,586,1,1,1
201,79,586,1,1,1
201,78,586,1,1,1
201,77,586,1,1,1
201,76,586,1,1,1
201,75,586,1,1,1
201,74,586,1,1,1
201,73,586,1,1,1
201,65,586,1,1,1
201,64,586,1,1,1
202,97,586,1,1,1
202,96,586,1,1,1
202,95,586,1,1,1
202,94,586,1,1,1
202,93,586,1,1,1
202,92,586,1,1,1
202,91,586,1,1,1
202,90,586,1,1,1
202,89,586,1,1,1
202,88,586,1,1,1
202,87,586,1,1,1
202,86,586,1,1,1
202,85,586,1,1,1
202,84,586,1,1,1
202,83,586,1,1,1
202,82,586,1,1,1
202,81,586,1,1,1
202,80,586,1,1,1
202,79,586,1,1,1
202,78,586,1,1,1
202,77,586,1,1,1
202,76,586,1,1,1
202,75,586,1,1,1
202,74,586,1,1,1
202,64,586,1,1,1
203,97,586,1,1,1
203,96,586,1,1,1
203,95,586,1,1,1
203,94,586,1,1,1
203,93,586,1,1,1
203,92,586,1,1,1
203,91,586,1,1,1
203,90,586,1,1,1
203,89,586,1,1,1
203,88,586,1,1,1
203,87,586,1,1,1
203,86,586,1,1,1
203,85,586,1,1,1
203,84,586,1,1,1
203,83,586,1,1,1
203,82,586,1,1,1
203,81,586,1,1,1
203,80,586,1,1,1
203,79,586,1,1,1
203,78,586,1,1,1
203,77,586,1,1,1
203,76,586,1,1,1
203,75,586,1,1,1
203,74,586,1,1,1
203,73,586,1,1,1
204,97,586,1,1,1
204,96,586,1,1,1
204,95,586,1,1,1
204,94,586,1,1,1
204,93,586,1,1,1
204,92,586,1,1,1
204,91,586,1,1,1
204,90,586,1,1,1
204,89,586,1,1,1
